,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.14,0.0,0.27,0.1,0.11,0.67,0.13,0.17,0.83,0.29,0.11,0.16,0.74
badtrinity-zero.csv,0.23,0.25,0.67,0.63,0.32,0.49,0.51,0.75,0.46,0.29,0.57,0.61,0.46
betoffice.csv,0.37,0.2,0.24,0.45,0.6,0.36,0.4,0.37,0.62,0.51,0.34,0.32,0.09
exordium.csv,0.33,0.13,0.43,0.44,0.37,0.71,0.78,0.71,0.4,0.73,0.37,0.59,0.8
fltk.csv,0.67,0.46,0.53,0.69,0.31,0.55,0.7,0.69,0.27,0.72,0.59,0.5,0.69
gabel.csv,0.63,0.13,0.4,0.41,0.13,0.71,0.8,0.6,0.57,0.87,0.63,0.5,0.52
genoviz.csv,0.45,0.06,0.26,0.19,0.11,0.4,0.25,0.22,0.23,0.75,0.19,0.04,1.0
irrlicht.csv,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.05,0.0
nug.csv,0.82,0.5,0.46,0.43,0.17,0.72,0.4,0.18,0.5,0.57,0.56,0.52,0.27
rezilla.csv,0.3,0.83,0.53,0.19,0.45,0.11,0.39,0.42,0.39,0.15,0.4,0.44,0.23
toped.csv,0.62,0.21,0.53,0.4,0.51,0.2,0.63,0.85,0.42,0.27,0.51,0.39,0.27
xmemcached.csv,0.59,0.0,0.45,0.58,0.62,0.75,0.27,0.49,0.64,0.17,0.56,0.67,0.38
zoolib.csv,0.5,0.19,0.39,0.51,0.44,0.62,0.76,0.66,0.57,0.64,0.53,0.69,0.7
