,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.37,0.45,0.87,0.61,0.6,0.7,0.63
ivatamasks.csv,0.37,0.27,0.81,0.79,0.65,0.74,0.62
ivataopenportal.csv,0.37,0.34,0.85,0.76,0.73,0.69,0.63
kolmafia.csv,0.37,0.34,0.86,0.81,0.69,0.73,0.61
mb-unit.csv,0.22,0.28,0.79,0.8,0.66,0.72,0.58
nova.csv,0.75,0.31,0.53,0.51,0.49,0.49,0.59
olex2.csv,0.43,0.32,0.67,0.82,0.66,0.6,0.7
