,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.76,0.44,0.98,0.19,0.24
mediaportal.csv,0.74,0.13,0.7,0.9,0.11
poormans.csv,0.81,0.82,0.84,0.19,1.0
smartgwt.csv,0.88,0.98,0.78,0.3,0.41
sqlpower-library.csv,0.98,0.2,0.72,0.24,0.15
