,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.43,0.28,0.4,0.37,0.45
mediaportal.csv,0.57,0.98,0.57,0.89,0.66
poormans.csv,0.36,0.95,0.58,0.4,0.7
smartgwt.csv,0.42,0.55,0.56,0.5,0.72
sqlpower-library.csv,0.43,0.87,0.43,0.45,0.68
