,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.66,0.37,0.06,0.99,0.78
mediaportal.csv,0.72,0.94,0.89,0.14,0.99
poormans.csv,0.56,0.65,0.74,0.87,0.03
smartgwt.csv,0.57,0.08,0.79,0.51,0.64
sqlpower-library.csv,0.06,0.79,0.84,0.6,0.87
