,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.67,0.6,0.99,0.32,0.38
mediaportal.csv,0.7,0.18,0.62,0.88,0.16
poormans.csv,0.82,0.49,0.42,0.32,0.99
smartgwt.csv,0.6,0.95,0.37,0.4,0.39
sqlpower-library.csv,0.99,0.28,0.64,0.35,0.22
