,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.03,0.12,1.0,0.55,0.8,0.08,0.16,0.29,0.64,0.21,0.32,0.4,0.73,0.25,0.1,0.87,0.52
blogentis.csv,0.01,0.11,0.85,0.47,0.8,0.11,0.47,0.68,0.39,0.21,0.24,0.15,0.28,0.32,0.88,0.7,0.26
bochs.csv,0.01,0.09,0.93,0.56,0.97,0.09,0.31,0.26,0.6,0.23,0.33,0.31,0.41,0.33,0.24,0.73,0.5
galaxium.csv,0.01,0.12,0.92,0.5,0.95,0.19,0.34,0.85,0.6,0.22,0.5,0.52,0.38,0.7,0.6,0.69,0.34
gisgraphy.csv,0.02,0.14,0.98,0.65,0.97,0.09,0.39,0.3,0.45,0.2,0.26,0.25,0.47,0.39,0.13,0.78,0.67
haphazard.csv,0.01,0.1,0.92,0.48,0.96,0.06,0.42,0.7,0.44,0.39,0.5,0.35,0.38,0.27,1.0,0.79,0.19
ipfire-wall.csv,0.02,0.0,0.85,0.5,1.0,0.03,0.28,0.74,0.46,0.19,0.58,0.36,0.38,0.39,0.35,0.78,0.21
jmri.csv,0.05,0.11,1.0,0.66,1.0,0.08,0.29,0.29,0.61,0.19,0.32,0.4,0.42,0.27,0.23,0.79,0.46
jvcl.csv,0.67,0.18,0.95,0.7,1.0,0.14,0.32,0.35,0.71,0.0,0.5,0.67,0.53,0.0,0.24,0.93,0.31
kaffeine.csv,0.01,0.1,0.91,0.52,0.98,0.1,0.31,0.36,0.52,0.21,0.36,0.37,0.32,0.5,0.42,0.7,0.32
m-a-d-n-e-s-s.csv,0.01,0.1,0.92,0.58,0.83,0.16,0.35,0.81,0.82,0.27,0.67,0.57,0.41,0.57,0.47,0.67,0.27
magicwars.csv,0.01,0.11,0.87,0.48,0.82,0.07,0.26,0.79,0.42,0.21,0.31,0.3,0.41,0.31,0.27,0.74,0.31
nh3d.csv,0.67,0.0,0.87,0.63,0.82,0.06,0.26,0.31,0.51,0.2,0.33,0.3,0.41,0.29,0.23,0.74,0.31
opentibia.csv,0.03,0.03,0.96,0.53,1.0,0.08,0.35,0.29,0.36,0.27,0.31,0.14,0.48,0.29,0.1,0.83,0.41
sarasvati.csv,0.01,0.06,0.9,0.42,1.0,0.16,0.17,0.46,0.64,0.21,0.45,0.6,0.39,0.41,0.43,0.7,0.3
smartgwt.csv,0.01,0.11,0.9,0.47,0.94,0.06,0.29,0.29,0.48,0.19,0.37,0.39,0.44,0.31,0.49,0.76,0.32
tweetsharp.csv,0.25,0.16,0.91,0.47,1.0,0.07,0.17,0.28,0.58,0.14,0.28,0.34,0.62,0.28,0.09,0.86,0.38
