,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.41,0.67,0.71,0.62,0.92,0.65,0.9,0.84,0.5,0.8,0.72,0.85,0.31,0.9,1.0,0.56,0.54
blogentis.csv,0.84,0.69,0.95,0.71,1.01,0.56,0.38,0.58,0.93,0.72,0.93,0.99,0.96,0.72,0.85,0.96,0.83
bochs.csv,0.99,0.89,0.44,0.58,0.26,0.63,0.64,1.02,0.44,0.64,0.97,0.84,0.71,0.67,0.69,1.0,0.43
galaxium.csv,0.81,0.74,0.63,0.69,0.6,0.65,0.6,0.76,0.72,0.75,0.49,0.44,0.84,0.24,0.34,0.78,0.66
gisgraphy.csv,0.76,0.59,0.49,0.62,0.44,0.64,0.57,0.99,0.67,0.93,0.95,0.8,0.72,0.69,0.91,0.62,0.32
haphazard.csv,0.93,0.99,0.73,0.7,0.5,0.79,0.69,0.78,0.85,0.51,0.84,0.7,0.85,0.75,0.99,0.76,0.91
ipfire-wall.csv,0.65,1.0,0.78,0.75,0.78,0.93,0.77,0.85,0.66,0.9,0.35,0.61,0.8,0.81,0.53,0.64,0.99
jmri.csv,0.75,0.79,0.81,0.46,0.82,0.62,0.79,0.83,0.76,0.74,0.88,0.71,0.72,0.83,0.74,0.64,0.54
jvcl.csv,0.5,0.52,0.79,0.61,0.78,0.82,0.59,0.75,0.7,1.0,0.64,0.68,0.66,1.0,0.7,0.69,0.81
kaffeine.csv,0.88,0.98,0.56,0.63,0.19,0.51,0.68,0.64,0.59,0.77,0.86,0.64,0.98,0.41,0.39,0.91,0.74
m-a-d-n-e-s-s.csv,0.99,0.7,0.86,0.79,0.9,0.73,0.58,0.8,0.9,0.57,0.67,0.39,0.72,0.64,0.4,0.88,0.85
magicwars.csv,1.0,0.83,1.0,0.93,1.0,0.92,0.93,0.37,1.0,0.96,1.0,0.98,1.0,0.84,0.75,1.0,0.91
nh3d.csv,0.01,1.0,1.0,0.73,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.98,1.0,0.99,0.99,1.0,1.0
opentibia.csv,0.37,0.96,0.34,0.67,0.67,0.66,0.77,0.84,0.8,0.78,0.87,0.93,0.64,0.74,0.94,0.51,0.55
sarasvati.csv,0.71,0.93,0.66,0.77,0.86,0.34,0.86,0.63,0.8,0.69,0.58,0.65,0.76,0.51,0.4,0.86,0.74
smartgwt.csv,0.81,0.69,0.63,0.79,0.39,0.74,0.65,0.81,0.63,0.76,0.72,0.55,0.71,0.68,0.3,0.76,0.81
tweetsharp.csv,0.75,0.82,0.6,0.76,0.71,0.76,0.87,0.99,0.5,0.84,0.87,0.66,0.56,0.73,1.04,0.41,0.61
