,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.98,1.0,0.44,0.9,1.0,0.69,0.76,0.9,0.98,1.02,0.97
cubefs.csv,0.81,1.0,1.0,0.77,1.04,0.73,0.73,0.48,1.06,0.45,1.0
iaml.csv,0.85,0.86,0.73,0.86,0.38,0.68,0.42,0.93,1.05,0.78,0.81
ivataopenportal.csv,0.68,1.0,0.81,0.9,0.92,0.42,0.93,1.0,1.25,0.94,1.0
mb-unit.csv,0.95,1.0,0.64,0.55,1.0,0.86,0.8,0.87,0.63,0.57,0.6
mvdsv.csv,0.97,0.83,1.0,0.94,0.03,0.99,0.94,0.94,1.0,0.82,0.92
nova.csv,0.6,0.29,0.65,0.69,1.24,0.73,0.73,0.67,0.76,0.68,0.83
olex2.csv,0.83,0.56,0.61,0.6,0.48,0.97,0.67,0.56,1.03,0.52,0.4
openwbem.csv,0.5,0.63,0.58,0.65,0.47,0.85,0.72,0.78,0.47,0.52,0.58
xcmetadataservicestoolkit.csv,0.71,0.83,0.83,0.62,0.78,0.83,0.91,0.79,0.86,0.38,0.6
