,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.55,0.5,0.59,0.81,0.84,0.38,0.38,0.89,0.86,0.85,0.47,0.86,0.51
grafx2.csv,0.4,0.45,0.51,0.39,0.7,0.41,0.43,0.51,0.28,0.34,0.44,0.37,0.53
jahshakafx.csv,0.3,0.45,0.48,0.45,0.67,0.47,0.54,0.67,0.55,0.35,0.43,0.43,0.56
kftpgrabber.csv,0.38,0.74,1.0,0.96,0.57,0.61,0.81,0.35,0.63,0.79,0.3,0.53,0.7
kindb.csv,0.37,0.47,0.78,0.48,0.62,0.51,0.48,0.49,0.56,0.28,0.61,0.79,0.49
maya-work-in-progress.csv,0.67,0.51,0.44,0.56,0.73,0.64,0.23,0.62,0.66,0.44,0.5,0.66,0.5
netatalk.csv,0.63,0.88,0.79,0.99,0.68,0.62,0.78,0.7,0.6,0.54,0.72,0.36,0.64
nullc.csv,0.7,0.97,0.98,0.82,0.32,0.52,0.84,0.64,0.44,0.52,0.64,0.82,0.58
plee-the-bear.csv,0.35,0.63,0.34,0.96,0.71,0.84,0.38,0.61,0.76,0.77,0.62,0.7,0.66
reaper-ecad.csv,0.7,0.89,1.0,0.47,0.82,0.84,0.97,1.0,1.0,0.94,0.84,0.86,0.86
unimrcp.csv,0.63,0.61,0.47,0.53,0.44,0.45,0.37,0.39,0.47,0.29,0.48,0.52,0.39
unladen-swallow.csv,0.76,0.59,0.49,0.92,0.78,0.63,0.63,0.4,0.55,0.53,0.48,0.45,0.81
xmoto.csv,0.49,0.52,0.54,0.92,0.57,0.5,0.6,0.78,0.49,0.76,0.5,1.0,0.32
