,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.56,0.32,0.15,0.26,0.27,0.64,0.69,0.18,0.24,0.26,0.58,0.25,0.61
grafx2.csv,0.64,0.32,0.18,0.4,0.47,0.6,0.66,0.51,0.8,0.81,0.59,0.61,0.61
jahshakafx.csv,0.69,0.35,0.19,0.36,0.5,0.6,0.58,0.44,0.6,0.78,0.6,0.56,0.56
kftpgrabber.csv,0.63,0.27,0.0,0.06,0.64,0.45,0.31,0.62,0.52,0.34,0.71,0.47,0.43
kindb.csv,0.65,0.31,0.12,0.33,0.59,0.55,0.64,0.53,0.58,0.84,0.51,0.33,0.62
maya-work-in-progress.csv,0.54,0.29,0.2,0.36,0.87,0.51,0.81,0.53,0.76,0.88,0.55,0.53,0.66
netatalk.csv,0.49,0.22,0.12,0.23,0.56,0.5,0.54,0.34,0.66,0.78,0.42,0.61,0.51
nullc.csv,0.45,0.21,0.11,0.26,0.81,0.52,0.26,0.43,0.68,0.64,0.55,0.23,0.53
plee-the-bear.csv,0.66,0.28,0.27,0.07,0.65,0.38,0.73,0.42,0.61,0.6,0.44,0.39,0.49
reaper-ecad.csv,0.41,0.15,0.0,0.37,0.31,0.25,0.06,0.0,0.0,0.11,0.24,0.24,0.24
unimrcp.csv,0.55,0.26,0.19,0.33,0.73,0.57,0.71,0.58,0.67,0.82,0.58,0.52,0.7
unladen-swallow.csv,0.34,0.3,0.25,0.12,0.38,0.42,0.5,0.58,0.59,0.64,0.56,0.54,0.29
xmoto.csv,0.53,0.28,0.17,0.13,0.68,0.53,0.5,0.26,0.64,0.81,0.55,0.4,0.76
