,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.68,0.27,0.48,0.84,1.0,0.55
minig.csv,0.32,0.49,0.96,0.34,0.58,0.86
ossbuild.csv,0.11,0.38,0.3,0.97,0.4,0.55
rezilla.csv,0.95,0.51,0.5,0.06,0.24,0.77
rocrail.csv,0.05,0.29,0.13,0.06,0.24,1.0
webdriver.csv,0.16,1.0,0.28,0.78,0.45,0.59
