,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.42,0.64,0.54,0.51,0.49,0.51
minig.csv,0.75,0.43,0.54,0.36,0.41,0.35
ossbuild.csv,0.93,0.79,0.78,0.97,0.86,0.71
rezilla.csv,0.68,0.53,0.51,0.91,0.77,0.46
rocrail.csv,0.67,0.8,0.88,0.94,0.72,0.65
webdriver.csv,0.88,0.51,0.77,0.48,0.57,0.6
