,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.42,0.4,0.25,0.38,0.29,0.26,0.26,0.41,0.35,0.31,0.34
cubefs.csv,0.25,0.42,0.45,0.31,0.38,0.37,0.33,0.33,0.28,0.25,0.34
iaml.csv,0.23,0.32,0.29,0.21,0.3,0.17,0.29,0.17,0.23,0.27,0.26
ivataopenportal.csv,0.27,0.42,0.36,0.36,0.25,0.32,0.33,0.41,0.23,0.27,0.34
mb-unit.csv,0.47,0.42,0.43,0.41,0.36,0.42,0.4,0.41,0.35,0.31,0.31
mvdsv.csv,0.48,0.18,0.45,0.4,0.33,0.41,0.35,0.41,0.32,0.31,0.31
nova.csv,0.22,0.16,0.36,0.21,0.25,0.24,0.23,0.26,0.27,0.2,0.27
olex2.csv,0.29,0.16,0.2,0.31,0.16,0.42,0.29,0.32,0.17,0.24,0.21
openwbem.csv,0.13,0.3,0.12,0.23,0.3,0.3,0.17,0.18,0.17,0.25,0.17
xcmetadataservicestoolkit.csv,0.48,0.42,0.32,0.41,0.3,0.43,0.29,0.37,0.35,0.31,0.33
