,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.42,0.44,0.4,0.75,0.91,0.54
flylinkdc.csv,0.68,0.57,0.64,0.38,0.65,0.58
ltp.csv,0.7,0.46,0.44,0.59,0.52,0.75
pfaedit.csv,0.5,0.32,0.59,0.35,0.41,0.48
powerfolder-.csv,0.5,0.69,0.96,0.7,0.8,0.99
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.92
