,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.75,0.85,0.69,0.94,0.21,0.77
flylinkdc.csv,0.03,0.83,0.81,0.52,0.7,0.42
ltp.csv,0.52,0.73,0.05,0.57,0.7,0.78
pfaedit.csv,0.49,0.61,0.72,0.0,0.6,0.29
powerfolder-.csv,0.97,0.06,0.99,0.74,0.93,0.84
qtwin.csv,0.97,1.0,1.0,1.0,1.0,0.5
