,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,6.0,1.0,1.0,0.0,0.0,1422.0
flylinkdc.csv,0.0,7.0,0.0,0.0,7.0,250.0
ltp.csv,0.0,9.0,0.0,0.0,1.0,928.0
pfaedit.csv,1.0,8.0,0.0,0.0,3.0,236.0
powerfolder-.csv,1.0,0.0,0.0,1.0,2.0,102.0
qtwin.csv,0.0,104.0,471.0,88.0,81.0,0.0
