,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.74,0.7,0.66,0.03,0.0,0.75
flylinkdc.csv,0.01,0.36,0.3,0.43,0.26,0.25
ltp.csv,0.18,0.45,0.05,0.14,0.4,0.4
pfaedit.csv,0.31,0.54,0.32,0.0,0.32,0.29
powerfolder-.csv,0.01,0.0,0.12,0.14,0.06,0.07
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0
