,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.3,0.24,0.73,0.75,1.0,0.0
flylinkdc.csv,0.97,0.23,0.65,0.72,0.22,0.01
ltp.csv,0.51,0.28,0.98,0.83,0.18,0.0
pfaedit.csv,0.43,0.35,0.71,1.0,0.24,0.01
powerfolder-.csv,0.5,1.0,0.26,0.75,0.2,0.01
qtwin.csv,1.0,0.0,0.0,0.0,0.0,0.25
