,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.44,0.32,0.76,0.1,0.88,0.01
flylinkdc.csv,0.97,0.24,0.36,0.71,0.27,0.01
ltp.csv,0.51,0.34,0.98,0.58,0.26,0.0
pfaedit.csv,0.51,0.47,0.47,1.0,0.33,0.02
powerfolder-.csv,0.05,0.97,0.03,0.41,0.11,0.01
qtwin.csv,0.05,0.0,0.0,0.0,0.0,0.33
