,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.29,0.99,0.13,0.58,0.78,0.56,0.65,0.68,0.6,0.14,0.5,0.54,0.81,0.18,0.68,0.54,0.35,0.1,0.36
boost-sandbox.csv,0.29,0.47,0.06,0.54,0.72,0.52,0.27,1.0,0.59,0.21,0.45,0.33,0.53,0.28,0.65,0.49,0.25,0.06,0.29
dspace-gsoc.csv,0.16,0.26,0.0,0.28,0.27,0.21,0.53,0.6,0.33,0.11,0.4,0.12,0.59,0.23,0.96,0.26,0.21,0.0,0.18
enlightenment.csv,0.16,0.55,0.24,0.6,0.78,0.3,0.98,0.5,0.53,0.2,0.43,0.43,0.65,0.1,0.66,0.5,0.26,0.17,0.39
fceugc.csv,0.2,0.48,0.0,0.48,0.52,0.34,0.34,0.28,0.29,0.13,0.98,0.51,0.51,0.08,0.17,0.2,0.22,0.31,0.35
gnukeda.csv,0.29,0.44,0.18,0.53,0.63,0.99,0.44,0.69,0.36,0.19,0.47,0.47,0.73,0.06,0.75,0.36,0.47,0.17,0.45
jaolt.csv,0.31,0.55,0.29,0.54,0.57,0.32,0.4,0.3,0.52,0.16,0.43,0.47,0.99,0.08,0.41,0.45,0.4,0.19,0.34
knowledge.csv,0.28,0.82,0.11,0.59,1.0,0.68,0.7,0.85,0.55,0.18,0.51,0.51,0.81,0.2,0.78,0.59,0.35,0.09,0.35
kowari.csv,0.0,0.21,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.92,0.0,0.0,0.05,0.0,0.05,0.24,0.0,0.0,0.02
lufa-lib.csv,0.27,0.2,0.19,0.47,0.65,0.51,0.52,0.42,0.38,0.21,0.37,0.47,0.45,0.07,0.14,0.96,0.23,0.04,0.38
maidsafe-dht.csv,1.0,0.09,0.4,0.45,0.46,0.35,0.27,0.07,0.26,0.09,0.22,0.56,0.43,0.25,0.05,0.2,0.38,0.24,0.38
pixel-commandos.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.0,0.0
playerstage.csv,0.27,0.6,0.18,0.98,0.65,0.44,0.12,0.56,0.37,0.16,0.38,0.15,0.51,0.19,0.57,0.5,0.28,0.1,0.36
proftp.csv,0.41,0.66,0.33,0.56,0.58,0.43,0.46,0.36,0.41,0.2,0.51,0.97,0.67,0.23,0.26,0.5,0.44,0.16,0.35
tcvp.csv,0.15,0.17,0.11,0.15,0.12,0.28,0.19,0.13,0.52,0.22,0.12,0.11,0.3,1.0,0.33,0.23,0.23,0.07,0.14
theresa.csv,0.0,0.0,1.0,0.1,0.09,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.0,0.25,0.12
uwom.csv,0.3,0.73,0.0,0.21,0.29,0.58,0.58,0.12,0.14,0.21,0.61,0.7,0.45,0.16,0.37,0.57,0.12,0.12,0.97
xapian.csv,0.41,0.46,0.27,0.65,0.8,0.72,0.49,0.5,0.32,0.17,0.5,0.52,0.6,0.27,0.27,0.45,0.96,0.17,0.54
yaprm.csv,0.35,0.13,0.0,0.36,0.4,0.48,0.14,0.53,1.0,0.11,0.41,0.38,0.5,0.0,0.5,0.09,0.36,0.1,0.24
