,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.0,1.0,0.01,0.0,0.0
fluent-nhibernate.csv,0.1,0.02,0.09,0.0,0.14,0.11,1.0
geogebra.csv,0.0,0.18,0.28,0.02,0.42,0.97,0.38
hibernate.csv,0.34,0.31,0.06,0.09,0.97,0.35,0.27
jasperreports.csv,0.0,0.0,0.96,0.0,0.05,0.0,0.21
kvs.csv,0.95,0.07,0.2,0.0,0.36,0.45,0.44
phet.csv,0.14,0.92,0.0,0.04,0.21,0.17,0.08
