,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.4,0.81,1.0,0.51,0.14,0.07,0.6,0.45,0.86,0.55,0.96,0.24,0.88,0.8,0.87,0.34
arsenal-1.csv,0.31,0.75,0.36,0.93,0.14,0.05,0.47,0.2,0.76,0.53,0.96,0.24,0.65,0.71,0.86,0.31
bnetd.csv,0.29,0.78,0.5,0.45,0.13,0.05,1.0,0.27,0.82,0.33,0.95,0.17,0.63,0.7,0.85,0.33
cascading.csv,0.27,0.79,0.54,0.44,0.06,0.05,0.48,0.34,1.0,0.47,1.0,0.26,0.72,0.75,0.86,0.34
fm-classic.csv,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
free-evolution.csv,0.32,0.78,0.46,0.47,0.14,0.0,0.72,0.32,0.93,0.67,0.94,0.94,0.64,0.74,0.88,0.4
gnome-jabber.csv,0.29,0.74,0.46,0.5,0.1,0.05,0.54,0.36,0.76,0.31,0.98,0.28,0.68,0.69,0.86,0.27
guineu.csv,0.96,0.5,1.0,1.0,0.18,0.0,1.0,0.36,0.74,0.71,1.0,0.25,1.0,0.78,0.89,0.22
ipfilter.csv,0.25,0.77,0.4,0.47,0.06,0.04,0.39,0.39,0.78,0.34,0.94,0.19,1.0,0.72,0.87,0.29
jruby.csv,0.38,0.93,0.36,0.47,0.09,0.0,0.77,0.29,0.78,0.71,0.96,0.31,0.69,0.79,1.0,0.43
l2j.csv,0.41,0.81,0.49,0.52,0.09,0.06,0.58,0.3,0.84,0.51,0.96,0.32,0.7,0.99,0.85,0.39
libmesh.csv,0.26,0.75,0.48,0.5,0.67,0.0,0.46,0.89,0.75,0.38,1.0,0.22,0.67,0.66,0.89,0.18
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stajistics.csv,0.34,0.87,0.61,0.4,0.0,0.14,0.6,0.19,0.83,0.6,1.0,0.35,0.66,0.76,0.85,1.0
twostep.csv,0.3,0.71,0.48,0.61,0.1,0.04,0.53,0.4,0.81,0.96,0.96,0.24,0.73,0.69,0.9,0.42
x4x.csv,0.34,1.0,0.55,0.5,0.09,0.05,0.67,0.19,0.79,0.33,0.95,0.22,0.7,0.75,0.87,0.33
