,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.36,0.5,0.0,0.55,0.4,0.62,0.11,0.24,0.33,0.33,0.2,0.3,0.16,0.18,0.63,0.3
arsenal-1.csv,0.66,0.67,0.12,0.06,0.38,0.54,0.29,0.09,0.3,0.38,0.4,0.18,0.47,0.29,0.37,0.61
bnetd.csv,0.88,0.75,0.52,0.77,0.65,0.88,0.0,0.7,0.52,0.78,0.4,0.23,0.68,0.63,0.58,0.46
cascading.csv,0.74,0.58,0.45,0.77,0.48,0.85,0.8,0.72,0.0,0.44,0.0,0.57,0.58,0.54,0.79,0.57
fm-classic.csv,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
free-evolution.csv,0.26,0.42,0.68,0.52,0.6,0.0,0.26,0.33,0.03,0.04,0.8,0.02,0.53,0.46,0.11,0.13
gnome-jabber.csv,0.69,0.58,0.93,0.03,0.89,0.85,0.94,0.63,0.82,0.76,0.4,0.48,0.84,0.91,0.84,0.8
guineu.csv,0.02,0.42,0.0,0.0,0.44,0.28,0.0,0.15,0.3,0.04,0.0,0.08,0.0,0.08,0.05,0.1
ipfilter.csv,0.9,1.0,0.78,1.0,0.94,1.0,0.63,0.76,1.0,1.0,1.0,0.72,0.0,0.86,0.95,0.88
jruby.csv,0.31,0.17,0.3,0.77,0.97,0.06,0.14,0.48,0.76,0.04,0.4,0.45,0.84,0.29,0.0,0.38
l2j.csv,0.4,0.58,0.37,0.45,0.92,0.5,0.37,0.72,0.52,0.49,0.6,0.5,0.95,0.01,0.68,0.33
libmesh.csv,0.34,0.17,0.42,0.55,0.03,0.07,0.43,0.07,0.39,0.11,0.0,0.2,0.11,0.41,0.21,0.68
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stajistics.csv,0.33,0.17,0.25,0.58,0.1,0.18,0.17,0.37,0.18,0.27,0.0,0.24,0.53,0.18,0.32,0.0
twostep.csv,0.81,1.0,0.85,0.48,0.83,0.35,1.0,0.78,0.55,0.02,0.4,0.88,0.68,0.58,0.42,0.46
x4x.csv,0.67,0.0,0.45,0.48,0.92,0.84,0.4,0.85,0.85,0.93,0.8,0.8,0.89,0.8,0.95,0.78
