,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.46,0.68,0.97,0.58,0.23,0.12,0.24,0.39,0.69,0.61,0.41,0.27,0.6,0.42,0.72,0.35
arsenal-1.csv,0.42,0.65,0.13,0.95,0.24,0.1,0.31,0.06,0.4,0.61,0.66,0.21,0.47,0.39,0.49,0.42
bnetd.csv,0.43,0.77,0.54,0.56,0.23,0.09,0.97,0.34,0.72,0.44,0.56,0.16,0.54,0.62,0.62,0.41
cascading.csv,0.38,0.71,0.58,0.54,0.11,0.09,0.56,0.45,1.0,0.56,0.14,0.37,0.66,0.68,0.81,0.45
fm-classic.csv,0.0,0.0,0.0,0.13,0.0,1.0,0.0,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
free-evolution.csv,0.29,0.55,0.55,0.49,0.24,0.0,0.65,0.29,0.21,0.25,0.81,0.92,0.49,0.61,0.21,0.27
gnome-jabber.csv,0.39,0.58,0.61,0.07,0.18,0.09,0.69,0.45,0.75,0.4,0.99,0.38,0.71,0.74,0.83,0.38
guineu.csv,0.92,0.19,0.18,0.07,0.3,0.0,0.1,0.22,0.36,0.3,0.18,0.13,0.04,0.19,0.12,0.1
ipfilter.csv,0.36,0.86,0.48,0.64,0.12,0.08,0.37,0.53,0.86,0.49,0.88,0.28,1.0,0.79,0.91,0.43
jruby.csv,0.4,0.78,0.25,0.58,0.16,0.0,0.56,0.32,0.77,0.3,0.69,0.43,0.72,0.56,1.0,0.53
l2j.csv,0.49,0.76,0.44,0.54,0.17,0.1,0.51,0.38,0.81,0.65,0.87,0.45,0.8,0.99,0.69,0.44
libmesh.csv,0.26,0.24,0.46,0.56,0.67,0.0,0.39,0.91,0.47,0.18,0.04,0.2,0.15,0.43,0.4,0.23
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
stajistics.csv,0.36,0.46,0.51,0.42,0.0,0.24,0.33,0.17,0.39,0.64,0.12,0.38,0.51,0.35,0.42,1.0
twostep.csv,0.43,0.71,0.64,0.71,0.19,0.07,0.69,0.56,0.74,0.94,0.7,0.37,0.76,0.58,0.68,0.54
x4x.csv,0.47,0.98,0.59,0.53,0.17,0.1,0.71,0.24,0.85,0.47,0.84,0.34,0.78,0.82,0.9,0.49
