,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,1.0,0.05,0.04,0.12,0.65,0.43,0.94,0.62,0.0,0.1,0.1,0.5,0.7
emono.csv,0.24,0.11,0.04,0.25,0.65,0.58,0.8,0.49,0.02,0.08,0.12,0.41,0.99
freedom-erp.csv,0.0,0.25,0.0,0.0,0.0,1.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0
haggle.csv,0.21,0.1,0.02,0.35,0.97,0.57,0.61,0.0,0.02,0.3,0.19,0.38,0.71
jbpm.csv,0.0,1.0,0.0,0.33,0.58,0.22,0.0,0.67,0.0,0.0,0.0,0.56,0.8
jgossipforum.csv,0.0,0.0,0.5,0.33,0.4,1.0,0.5,0.0,1.0,0.0,0.0,0.4,0.75
joustsim.csv,0.13,0.12,0.03,0.22,0.63,0.33,0.73,0.32,0.07,1.0,0.22,0.42,0.7
log4net.csv,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.22,0.0,0.0,0.0,1.0,0.5,0.75,0.0,0.0,0.0,1.0,0.0,0.0
mediate.csv,0.21,0.14,0.04,0.46,0.67,1.0,0.77,0.53,0.05,0.21,0.16,0.35,0.73
pustefix.csv,0.16,0.13,0.02,1.0,0.62,0.62,0.68,0.53,0.03,0.38,0.11,0.36,0.6
synecdoche.csv,0.21,0.17,0.03,0.31,0.68,0.65,0.8,0.7,0.03,0.1,0.17,1.0,0.71
tmva.csv,0.19,0.08,0.04,0.14,0.65,0.55,1.0,0.64,0.02,0.12,0.18,0.5,0.7
