,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,16.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,43.0,0.0,1.0,0.0,4.0,8.0,0.0,4.0,0.0,3.0
fbmanager.csv,104.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,364.0,0.0,2.0,1.0,1.0,12.0,11.0,1.0,0.0,1.0
freenet.csv,36.0,5.0,1.0,1.0,0.0,0.0,0.0,16.0,285.0,3.0,1.0,3.0,0.0,25.0,28.0,11.0,27.0,8.0
geogebra.csv,104.0,3.0,0.0,3.0,0.0,1.0,2.0,19.0,80.0,0.0,1.0,1.0,0.0,96.0,13.0,7.0,13.0,0.0
google-caja.csv,58.0,2.0,6.0,1.0,0.0,0.0,0.0,8.0,54.0,3.0,0.0,0.0,0.0,4.0,9.0,4.0,1.0,0.0
hibernate.csv,13.0,4.0,2.0,0.0,0.0,0.0,5.0,3.0,36.0,4.0,0.0,1.0,0.0,2.0,3.0,81.0,0.0,9.0
illumination.csv,104.0,5.0,1.0,5.0,0.0,0.0,0.0,3.0,33.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,7.0,7.0
kindb.csv,36.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,11.0,0.0,0.0,7.0,0.0,6.0,1.0,9.0,3.0,11.0
officefloor.csv,104.0,9.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,3.0,1.0,1.0,1.0,4.0,161.0,81.0,13.0,9.0
paintown.csv,36.0,0.0,2.0,3.0,2.0,0.0,6.0,2.0,54.0,2.0,3.0,4.0,0.0,10.0,2.0,6.0,14.0,9.0
poormans.csv,23.0,2.0,1.0,1.0,0.0,0.0,4.0,23.0,75.0,6.0,7.0,2.0,2.0,1.0,0.0,8.0,13.0,4.0
qlc.csv,104.0,1.0,1.0,1.0,62.0,0.0,3.0,0.0,1376.0,1.0,2.0,53.0,49.0,12.0,161.0,81.0,7.0,19.0
repositorium.csv,24.0,0.0,2.0,0.0,0.0,0.0,7.0,26.0,11.0,5.0,3.0,1.0,1.0,0.0,23.0,7.0,4.0,9.0
sevenupdate.csv,53.0,3.0,1.0,1.0,0.0,0.0,4.0,6.0,323.0,5.0,3.0,3.0,2.0,3.0,30.0,8.0,13.0,8.0
sqlpower-library.csv,63.0,3.0,1.0,3.0,0.0,0.0,2.0,4.0,313.0,2.0,1.0,3.0,1.0,3.0,29.0,14.0,13.0,8.0
triplea.csv,104.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,123.0,8.0,1.0,5.0,4.0,13.0,23.0,5.0,5.0,18.0
yarp0.csv,104.0,1.0,2.0,1.0,3.0,0.0,0.0,10.0,251.0,2.0,2.0,0.0,0.0,0.0,26.0,3.0,30.0,4.0
