,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.51,0.47,0.42,0.48,0.37,0.42,0.33,0.52,0.45,0.44,0.43,0.48,0.55,0.47,0.49,0.57,0.47,0.47
fbmanager.csv,0.47,0.58,0.86,0.47,0.79,0.46,0.41,0.55,0.51,0.67,0.54,0.68,0.32,0.42,0.52,0.64,0.61,0.6
freenet.csv,0.54,0.68,0.35,0.49,0.44,0.46,0.43,0.77,0.48,0.41,0.39,0.55,0.48,0.79,0.52,0.48,0.55,0.55
geogebra.csv,0.56,0.86,0.69,0.83,0.47,0.6,0.42,0.97,0.65,0.86,0.49,0.67,0.86,0.0,0.91,0.89,0.51,0.78
google-caja.csv,0.34,0.44,0.33,0.38,0.37,0.33,0.33,0.39,0.42,0.38,0.34,0.42,0.27,0.34,0.38,0.38,0.41,0.38
hibernate.csv,0.73,0.68,0.48,0.88,0.49,0.64,0.58,0.72,0.82,0.46,0.62,0.83,0.86,0.82,0.74,0.88,0.73,0.63
illumination.csv,0.91,0.66,0.54,0.62,0.47,0.8,0.54,0.75,0.64,0.86,0.67,0.67,0.44,0.88,0.83,0.88,0.88,0.67
kindb.csv,0.38,0.44,0.37,0.44,0.36,0.38,0.34,0.38,0.45,0.43,0.43,0.34,0.36,0.42,0.4,0.36,0.41,0.44
officefloor.csv,0.89,0.91,0.72,0.66,0.5,0.94,0.57,0.96,0.97,0.88,0.52,0.9,0.55,0.91,0.0,0.8,0.55,0.72
paintown.csv,0.41,0.51,0.46,0.5,0.52,0.44,0.38,0.52,0.45,0.52,0.47,0.44,0.32,0.41,0.42,0.48,0.5,0.48
poormans.csv,0.51,0.64,0.45,0.64,0.39,0.51,0.35,0.7,0.7,0.45,0.53,0.62,0.46,0.93,0.71,0.53,0.6,0.63
qlc.csv,0.0,0.96,0.83,0.9,0.0,0.88,0.94,0.94,0.98,0.5,0.83,0.5,0.0,0.94,0.92,0.75,0.9,0.97
repositorium.csv,0.51,0.87,0.31,0.8,0.43,0.44,0.39,0.93,0.45,0.39,0.4,0.48,0.86,0.9,0.61,0.74,0.52,0.46
sevenupdate.csv,0.42,0.43,0.34,0.41,0.46,0.47,0.39,0.42,0.45,0.38,0.38,0.41,0.54,0.42,0.47,0.38,0.47,0.44
sqlpower-library.csv,0.32,0.43,0.29,0.41,0.42,0.44,0.35,0.39,0.55,0.37,0.35,0.4,0.44,0.42,0.46,0.32,0.46,0.43
triplea.csv,0.41,0.44,0.39,0.38,0.44,0.45,0.34,0.44,0.55,0.44,0.35,0.6,0.37,0.39,0.5,0.42,0.49,0.48
yarp0.csv,0.56,0.95,0.79,0.73,0.59,0.5,0.37,0.96,0.75,0.8,0.59,0.62,0.35,0.52,0.78,0.78,0.66,0.76
