,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.03,0.73,0.67,0.67,0.93,0.89,0.77,0.15,0.06,1.0,0.87,0.43,0.65,0.12,0.53,0.26,0.43,0.39
fbmanager.csv,0.0,0.67,0.71,1.0,0.71,0.92,0.77,0.29,0.03,0.83,0.83,0.42,0.82,0.12,0.27,0.25,0.34,0.34
freenet.csv,0.02,0.4,0.6,0.53,0.75,0.88,0.99,0.15,0.03,0.54,0.73,0.39,0.81,0.03,0.27,0.22,0.36,0.28
geogebra.csv,0.0,0.81,0.62,0.5,0.75,0.8,0.62,0.14,0.04,1.0,0.76,0.58,0.86,0.0,0.39,0.11,0.28,0.99
google-caja.csv,0.01,0.71,0.6,0.69,0.84,0.89,0.7,0.21,0.05,0.62,0.99,0.38,0.92,0.14,0.31,0.28,0.35,0.34
hibernate.csv,0.04,0.63,0.68,0.44,0.73,0.91,0.73,0.24,0.07,0.71,0.88,0.33,1.0,0.18,0.44,0.0,1.0,0.23
illumination.csv,0.0,0.43,0.58,0.53,0.83,1.0,0.86,0.25,0.04,0.86,0.7,1.0,0.88,0.38,0.3,1.0,0.32,0.25
kindb.csv,0.02,0.69,0.67,0.74,0.75,0.9,0.73,0.16,0.05,0.67,0.88,0.31,1.0,0.13,0.35,0.24,0.37,0.4
officefloor.csv,0.0,0.4,0.56,0.47,0.71,0.94,0.57,0.09,1.0,0.38,0.71,0.3,0.61,0.27,0.0,0.0,0.24,0.18
paintown.csv,0.02,0.99,0.65,0.58,0.8,0.94,0.68,0.19,0.04,0.7,0.77,0.34,0.86,0.16,0.35,0.17,0.38,0.3
poormans.csv,0.02,0.55,0.55,0.49,0.84,0.89,0.71,0.11,0.05,0.52,0.69,0.29,0.73,0.2,1.0,0.22,0.36,0.3
qlc.csv,0.0,0.57,0.67,0.6,0.0,0.88,0.69,1.0,0.0,0.5,0.67,0.0,0.0,0.06,0.0,0.0,0.3,0.27
repositorium.csv,0.02,0.47,0.63,0.48,0.75,0.89,0.71,0.04,0.06,0.58,0.75,0.43,0.57,1.0,0.32,0.26,0.37,0.23
sevenupdate.csv,0.01,0.49,0.63,0.59,0.72,1.0,0.71,0.14,0.03,0.57,0.78,0.29,0.63,0.11,0.23,0.21,0.29,0.26
sqlpower-library.csv,0.01,0.49,0.58,0.53,0.96,0.89,0.66,0.15,0.03,0.54,0.8,0.3,0.78,0.12,0.23,0.21,0.3,0.26
triplea.csv,0.0,0.61,0.97,0.68,0.82,0.9,0.72,0.15,0.04,0.59,0.85,0.3,0.71,0.1,0.25,0.28,0.34,0.34
yarp0.csv,0.0,0.55,0.64,0.55,0.82,0.86,0.75,0.08,0.02,0.8,0.82,1.0,0.9,0.16,0.22,0.22,0.35,0.41
