,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.52,0.04,0.34,0.14,0.93
chaperon.csv,0.37,0.27,0.39,0.67,0.45
mule.csv,0.67,0.21,0.29,0.32,0.67
springside.csv,0.63,0.59,0.38,0.24,0.56
swtfox.csv,0.19,0.39,0.58,0.29,0.16
