,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.33,0.1,0.25,0.51,0.12,0.15,0.31,0.2
apolloplayer.csv,0.76,0.24,0.55,0.43,0.5,0.58,0.42,0.67
k3d.csv,0.35,0.03,0.01,0.46,0.0,0.17,0.03,0.13
keyczar.csv,0.29,0.0,0.0,0.32,0.25,0.01,0.0,0.4
kowari.csv,0.68,0.2,0.09,0.92,0.5,0.44,0.24,0.87
redshell.csv,0.33,0.34,0.76,0.38,0.38,0.86,0.46,0.67
rtb-team.csv,0.02,0.25,0.24,0.14,0.0,0.02,0.26,0.07
