,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,xcmetadataservicestoolkit.csv,arm-webradio.csv,gisgraphy.csv
arm-webradio.csv,0.05,0.35,0.63,0.42,0.68,0.0,0.42,0.39,0.53,1.0,0.35
crisscross.csv,0.12,0.1,0.91,0.27,0.0,0.1,0.16,0.11,0.29,0.3,0.06
cubefs.csv,0.4,0.66,0.7,0.48,0.68,0.53,0.43,0.99,0.62,0.57,0.41
gisgraphy.csv,0.19,0.34,0.17,0.29,0.7,0.07,0.42,0.48,0.18,0.44,0.96
iaml.csv,0.57,0.42,0.63,0.59,0.78,0.53,0.96,0.39,0.51,0.56,0.65
ivataopenportal.csv,0.55,0.56,0.45,0.63,0.83,0.97,0.52,0.64,0.58,0.33,0.64
mb-unit.csv,0.17,0.36,0.7,0.99,0.59,0.48,0.38,0.63,0.65,0.3,0.35
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0
nova.csv,0.56,1.0,0.6,0.45,0.0,0.42,0.27,0.52,0.62,0.51,0.21
openwbem.csv,0.92,0.56,0.58,0.53,0.57,0.48,0.62,0.45,0.51,0.67,0.57
xcmetadataservicestoolkit.csv,0.48,0.55,0.21,0.55,0.68,0.59,0.59,0.44,0.98,0.52,0.49
