,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.5,0.99,0.79,0.74,0.56,0.34,0.81,0.29,0.53
barracudamvc.csv,0.53,0.84,1.0,0.76,0.6,0.26,0.76,0.27,0.5
ingex.csv,0.25,0.28,0.09,0.36,0.1,0.33,0.32,0.27,0.98
jgnash.csv,0.31,0.47,0.28,0.26,0.23,1.0,0.26,0.17,0.17
jsr308-langtools.csv,0.6,0.51,0.73,0.72,0.53,0.37,0.98,0.31,0.55
owlapi.csv,0.0,0.17,0.09,0.09,0.05,0.2,0.24,0.98,0.29
owlib.csv,0.99,0.53,0.6,0.52,0.17,0.39,0.73,0.39,0.51
sidekar.csv,0.31,0.42,0.67,1.0,0.25,0.29,0.86,0.34,0.52
springside.csv,0.57,0.83,0.71,0.67,0.99,0.37,0.71,0.43,0.54
