,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.58,0.75,0.86,0.97
repositorium.csv,0.39,0.91,0.8,0.36
simplewebservices.csv,0.51,0.51,0.9,0.57
xbg.csv,0.91,0.0,0.86,0.73
