,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.33,0.0
coot.csv,0.6,0.25,0.69,0.07,0.28,0.58,0.1,0.38,0.23,1.0
haggle.csv,0.38,0.35,0.99,0.09,0.26,0.7,0.12,0.43,0.21,0.56
ibatisdb.csv,0.5,0.15,0.58,0.0,1.0,0.48,0.0,0.71,0.24,0.75
jas.csv,0.5,0.0,0.56,0.33,0.12,0.67,1.0,0.38,0.38,0.55
mesa3d.csv,0.39,0.39,0.61,0.08,0.14,0.52,0.05,0.27,0.92,0.53
ngl.csv,0.42,0.29,0.73,0.05,0.23,0.99,0.12,0.35,0.26,0.58
pustefix.csv,0.41,0.96,0.65,0.0,0.08,0.4,0.07,0.46,0.24,0.25
scenemonitor.csv,1.0,0.35,0.6,0.09,0.14,0.63,0.07,0.48,0.26,0.62
wsmt.csv,0.33,0.29,0.81,0.11,0.15,0.68,0.07,1.0,0.0,0.27
