,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,0.0,84.0,114.0,0.0,0.0,367.0,124.0,2.0,2.0,76.0
coot.csv,0.0,4.0,0.0,17.0,13.0,0.0,32.0,0.0,13.0,0.0
haggle.csv,0.0,3.0,0.0,10.0,14.0,1.0,11.0,1.0,12.0,1.0
ibatisdb.csv,0.0,5.0,1.0,64.0,0.0,0.0,124.0,0.0,3.0,0.0
jas.csv,0.0,84.0,2.0,0.0,6.0,6.0,0.0,1.0,2.0,0.0
mesa3d.csv,0.0,0.0,1.0,7.0,28.0,0.0,8.0,7.0,0.0,0.0
ngl.csv,4.0,8.0,0.0,17.0,9.0,0.0,8.0,1.0,3.0,2.0
pustefix.csv,0.0,0.0,0.0,64.0,41.0,0.0,10.0,1.0,1.0,1.0
scenemonitor.csv,0.0,1.0,9.0,9.0,10.0,0.0,15.0,0.0,0.0,0.0
wsmt.csv,2.0,3.0,0.0,4.0,17.0,0.0,34.0,0.0,322.0,1.0
