,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,0.0,0.0,0.0,0.67,0.5,0.0,0.5,0.83,0.67,0.0
coot.csv,0.8,0.65,0.5,0.64,0.53,0.53,0.51,0.41,0.53,0.5
haggle.csv,0.45,0.48,0.58,0.47,0.56,0.45,0.64,0.4,0.64,0.42
ibatisdb.csv,0.5,0.69,0.96,0.81,0.78,0.78,0.83,0.86,0.95,0.75
jas.csv,0.88,0.0,0.94,0.67,0.94,0.85,0.86,0.85,0.97,0.86
mesa3d.csv,0.78,0.83,0.82,0.92,0.65,0.79,0.95,0.67,0.92,0.63
ngl.csv,0.58,0.39,0.55,0.6,0.57,0.57,0.5,0.38,0.45,0.5
pustefix.csv,0.56,0.74,0.95,0.89,0.83,0.98,0.6,0.58,0.5,0.88
scenemonitor.csv,0.58,0.39,0.42,0.38,0.55,0.42,0.47,0.35,0.35,0.36
wsmt.csv,0.83,0.86,0.75,0.89,0.94,0.66,0.83,0.62,0.5,0.91
