,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,0.95,1.0,1.0,0.0,0.97,1.0,1.0,0.92,0.99,1.0
coot.csv,0.85,0.75,0.62,0.54,0.72,0.66,0.55,0.91,0.68,0.05
haggle.csv,0.72,0.59,0.04,0.47,0.71,0.56,0.56,0.85,0.78,0.7
ibatisdb.csv,0.95,0.91,0.85,1.06,0.0,0.81,1.0,0.73,0.93,0.57
jas.csv,0.81,1.0,0.89,0.67,0.95,0.81,0.12,0.9,0.83,0.75
mesa3d.csv,0.74,0.72,0.82,0.69,0.92,0.75,0.89,0.96,0.2,0.71
ngl.csv,0.69,0.68,0.58,0.73,0.77,0.02,0.48,1.02,0.61,0.62
pustefix.csv,0.67,0.05,0.84,1.01,1.0,0.91,0.69,0.81,0.66,0.96
scenemonitor.csv,0.05,0.57,0.78,0.5,0.93,0.56,0.67,0.84,0.64,0.56
wsmt.csv,0.91,0.92,0.66,0.68,0.9,0.69,0.73,0.09,1.0,0.95
