,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.1,0.01,0.0
coot.csv,0.06,0.58,0.46,0.42,0.69,0.44,0.49,0.6,0.42,0.0
haggle.csv,0.56,0.56,0.02,0.47,0.4,0.25,0.25,0.57,0.28,0.68
ibatisdb.csv,0.03,0.53,0.24,0.34,0.0,0.3,0.05,0.13,0.06,0.16
jas.csv,0.12,0.02,0.2,0.03,0.13,0.12,0.0,0.27,0.08,0.27
mesa3d.csv,0.34,0.18,0.27,0.19,0.53,0.41,0.15,0.37,0.02,0.38
ngl.csv,0.34,0.44,0.37,0.31,0.34,0.01,0.3,0.8,0.5,0.41
pustefix.csv,0.5,0.02,0.17,0.15,0.46,0.19,0.64,0.47,0.52,0.16
scenemonitor.csv,0.0,0.48,0.56,0.5,0.62,0.43,0.45,0.7,0.59,0.43
wsmt.csv,0.12,0.08,0.15,0.13,0.27,0.19,0.37,0.0,0.01,0.22
