,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.13,0.41,0.15,0.16,0.62,0.8,0.41,0.22,0.39,0.22,0.37,0.28,0.49,0.32,0.04,0.8
aztec.csv,0.32,0.43,0.16,0.3,0.1,0.21,0.4,0.28,0.33,0.34,0.38,0.4,0.13,0.21,0.31,0.44
bl-toolkit.csv,0.88,0.63,0.17,0.39,0.09,0.79,0.56,0.07,0.48,0.14,0.75,0.37,0.39,0.31,0.61,0.42
co-ode-owl-plugins.csv,0.05,0.48,0.36,0.18,0.67,0.8,0.65,0.28,0.57,0.2,0.44,0.33,0.54,0.4,0.29,0.8
gbif-indexingtoolkit.csv,0.88,0.58,0.36,0.34,0.26,0.78,0.6,0.21,0.65,0.14,0.77,0.34,0.6,0.33,0.66,0.4
gnukeda.csv,0.35,0.7,0.43,0.28,0.13,0.35,0.79,0.26,0.34,0.11,0.43,0.35,0.65,0.35,0.71,0.23
motu.csv,0.35,0.58,0.44,0.29,0.31,0.49,0.61,0.26,0.67,0.1,0.75,0.44,0.68,0.35,0.73,0.13
oscarmcmaster.csv,0.27,0.41,0.38,0.17,0.21,0.8,0.55,0.28,0.52,0.07,0.52,0.39,0.73,0.39,0.19,0.66
pamguard.csv,0.86,0.67,0.39,0.39,0.28,0.47,0.32,0.18,0.38,0.11,0.73,0.33,0.55,0.35,0.65,0.41
prelude.csv,0.88,0.47,0.49,0.33,0.22,0.79,0.7,0.25,0.65,0.12,0.78,0.36,0.76,0.37,0.77,0.41
qdvdauthor.csv,0.71,0.64,0.35,0.28,0.51,0.72,0.55,0.23,0.61,0.07,0.38,0.2,0.83,0.31,0.67,0.43
qlc.csv,0.05,0.48,0.43,0.26,0.16,0.57,0.54,0.37,0.63,0.02,0.44,0.35,0.75,0.26,0.22,0.0
scite-ru.csv,0.05,0.73,0.47,0.26,0.31,0.81,0.65,0.29,0.66,0.06,0.78,0.35,0.78,0.36,0.69,0.5
tencompetence.csv,0.71,0.29,0.09,0.21,0.13,0.22,0.35,0.16,0.41,0.0,0.44,0.3,0.24,0.08,0.82,0.02
trackit.csv,0.13,0.66,0.26,0.21,0.54,0.36,0.43,0.07,0.22,0.26,0.0,0.26,0.43,0.22,0.1,0.49
yaprm.csv,0.25,0.48,0.42,0.2,0.1,0.19,0.55,0.3,0.68,0.09,0.63,0.13,0.66,0.24,0.57,0.0
