,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.72,0.53,0.53,0.44,0.64,0.53,0.67,0.76,0.39,0.63,0.58,0.02,0.99,0.4,0.62
amateur-scrolls.csv,0.43,0.06,0.18,0.05,0.39,0.21,0.12,0.32,0.27,0.09,0.41,0.05,0.2,0.95,0.12
arianne.csv,0.58,0.55,0.64,0.38,0.47,0.96,0.45,0.71,0.67,0.57,0.59,0.02,0.59,0.52,0.66
bl-toolkit.csv,0.56,0.61,0.56,0.35,0.63,0.42,0.6,0.82,0.99,0.48,0.7,0.02,0.7,0.51,0.46
doomlegacy.csv,0.75,0.7,0.55,0.5,0.58,0.61,0.48,0.79,0.76,0.62,0.62,0.01,0.74,0.37,1.0
enlightenment.csv,0.67,0.6,0.52,0.51,0.7,0.58,0.64,0.84,0.61,0.55,0.98,0.02,0.54,0.29,0.51
fritzing.csv,0.75,0.57,0.59,0.32,0.98,0.42,0.56,0.82,0.73,0.58,0.52,0.04,0.49,0.37,0.32
gnukeda.csv,0.74,0.59,0.63,0.36,0.62,0.51,0.63,0.82,0.71,1.0,0.62,0.02,0.69,0.54,0.82
jlinalg.csv,1.0,0.68,0.46,0.43,0.66,0.62,0.56,0.94,0.77,0.67,0.68,0.01,0.68,0.5,0.8
knowledge.csv,0.94,0.74,0.52,0.46,0.66,0.66,0.59,0.99,0.76,0.74,0.71,0.02,0.78,0.51,0.85
massiv.csv,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
playerstage.csv,0.45,0.46,0.58,0.38,0.54,0.48,0.96,0.64,0.21,0.44,0.56,0.02,0.54,0.07,0.55
psycle.csv,0.81,0.98,0.6,0.42,0.64,0.68,0.59,0.92,0.71,0.63,0.7,0.02,0.71,0.48,0.78
superwaba.csv,0.51,0.52,0.97,0.43,0.64,0.52,0.52,0.63,0.59,0.43,0.59,0.03,0.7,0.51,0.63
wxcrp.csv,0.74,0.51,0.51,0.95,0.61,0.54,0.47,0.62,0.23,0.33,0.39,0.03,0.51,0.15,0.41
