,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.61,0.45,0.65,0.56,0.66,0.52,0.72,0.66,0.3,0.59,0.54,0.53,0.98,0.4,0.52
amateur-scrolls.csv,0.33,0.04,0.12,0.04,0.32,0.16,0.09,0.23,0.19,0.06,0.32,0.55,0.15,0.96,0.07
arianne.csv,0.48,0.48,0.71,0.53,0.44,0.95,0.49,0.53,0.55,0.53,0.54,0.64,0.53,0.62,0.57
bl-toolkit.csv,0.45,0.54,0.63,0.46,0.65,0.39,0.63,0.73,0.99,0.44,0.56,0.78,0.42,0.64,0.36
doomlegacy.csv,0.26,0.59,0.66,0.59,0.59,0.59,0.51,0.68,0.67,0.6,0.58,0.47,0.59,0.51,1.0
enlightenment.csv,0.37,0.54,0.63,0.6,0.72,0.59,0.72,0.49,0.53,0.52,0.98,0.64,0.47,0.34,0.42
fritzing.csv,0.66,0.48,0.6,0.36,0.97,0.36,0.59,0.73,0.66,0.53,0.47,0.89,0.44,0.35,0.24
gnukeda.csv,0.61,0.52,0.73,0.5,0.64,0.5,0.7,0.73,0.64,1.0,0.58,0.75,0.61,0.7,0.66
jlinalg.csv,1.0,0.59,0.53,0.53,0.51,0.42,0.5,0.54,0.58,0.66,0.58,0.5,0.59,0.43,0.44
knowledge.csv,0.89,0.48,0.27,0.45,0.17,0.35,0.09,0.98,0.48,0.68,0.45,0.41,0.21,0.47,0.0
massiv.csv,0.0,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
playerstage.csv,0.35,0.38,0.65,0.43,0.48,0.42,0.96,0.53,0.15,0.36,0.5,0.53,0.47,0.06,0.45
psycle.csv,0.0,0.98,0.73,0.53,0.39,0.7,0.44,0.81,0.63,0.61,0.62,0.54,0.58,0.63,0.43
superwaba.csv,0.4,0.44,0.97,0.58,0.66,0.53,0.56,0.46,0.51,0.39,0.53,0.82,0.56,0.64,0.53
wxcrp.csv,0.48,0.42,0.41,0.92,0.59,0.54,0.41,0.49,0.17,0.25,0.3,0.54,0.44,0.12,0.3
