,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.56,0.41,0.72,0.55,0.67,0.5,0.74,0.63,0.26,0.56,0.53,0.5,0.98,0.35,0.5
amateur-scrolls.csv,0.28,0.03,0.1,0.03,0.28,0.13,0.07,0.19,0.16,0.05,0.28,0.5,0.12,0.95,0.06
arianne.csv,0.44,0.47,0.7,0.55,0.4,0.94,0.47,0.58,0.64,0.51,0.52,0.75,0.58,0.95,0.54
bl-toolkit.csv,0.4,0.5,0.62,0.45,0.71,0.35,0.62,0.71,1.0,0.41,0.82,1.0,0.82,0.65,0.32
doomlegacy.csv,0.76,0.72,0.7,0.94,0.6,0.73,0.66,0.66,0.76,0.64,0.61,0.5,0.84,0.55,1.0
enlightenment.csv,0.62,0.53,0.66,0.58,0.74,0.59,0.76,0.77,0.54,0.49,0.98,0.75,0.44,0.3,0.38
fritzing.csv,0.62,0.44,0.56,0.32,0.97,0.32,0.57,0.71,0.66,0.49,0.44,1.0,0.42,0.3,0.2
gnukeda.csv,0.68,0.49,0.76,0.52,0.68,0.48,0.74,0.71,0.64,1.0,0.58,1.0,0.72,0.75,0.85
jlinalg.csv,1.0,0.68,0.52,0.77,0.93,0.84,0.84,0.94,0.82,0.72,0.77,0.75,0.72,1.0,0.85
knowledge.csv,0.98,0.84,0.96,0.9,1.0,0.94,1.0,0.98,0.84,0.9,0.88,1.0,1.0,1.0,0.99
massiv.csv,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
playerstage.csv,0.3,0.33,0.64,0.39,0.44,0.38,0.95,0.47,0.12,0.31,0.46,0.5,0.43,0.05,0.4
psycle.csv,0.88,0.98,0.9,0.74,0.92,0.76,0.93,0.89,0.66,0.67,0.8,1.0,0.79,0.75,0.81
superwaba.csv,0.36,0.4,0.96,0.74,0.69,0.54,0.55,0.48,0.48,0.36,0.6,1.0,0.77,0.9,0.51
wxcrp.csv,0.72,0.37,0.88,0.9,0.75,0.59,0.36,0.45,0.14,0.21,0.26,0.5,0.4,0.1,0.26
