,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.0,0.27,0.53,0.39,0.38,0.39,0.34,0.2,0.18,0.28,0.43,0.34,0.0,0.17,0.35
amateur-scrolls.csv,0.07,0.02,0.01,0.08,0.13,0.06,0.05,0.0,0.09,0.06,0.14,0.12,0.08,0.02,0.0
arianne.csv,0.29,0.46,0.26,0.55,0.3,0.01,0.42,0.6,0.64,0.34,0.37,0.6,0.61,0.74,0.27
bl-toolkit.csv,0.07,0.25,0.33,0.48,0.52,0.31,0.31,0.2,0.05,0.34,0.75,0.58,0.86,0.39,0.23
doomlegacy.csv,0.93,0.66,0.47,0.76,0.43,0.67,0.73,0.2,0.55,0.53,0.51,0.63,0.73,0.61,0.0
enlightenment.csv,0.86,0.43,0.47,0.28,0.35,0.43,0.42,0.8,0.5,0.34,0.03,0.59,0.31,0.35,0.27
fritzing.csv,0.14,0.18,0.18,0.28,0.01,0.23,0.33,0.2,0.36,0.22,0.32,0.39,0.49,0.13,0.15
gnukeda.csv,0.57,0.35,0.36,0.56,0.48,0.41,0.42,0.2,0.36,0.0,0.41,0.62,0.62,0.46,0.65
jlinalg.csv,0.0,0.62,0.41,0.76,0.82,0.86,0.81,0.8,0.73,0.5,0.71,0.79,0.66,0.87,0.85
knowledge.csv,0.36,0.82,0.93,0.85,0.96,0.9,0.98,0.0,0.82,0.66,0.85,0.88,0.95,0.85,1.0
massiv.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
playerstage.csv,0.07,0.17,0.3,0.28,0.19,0.23,0.01,0.0,0.05,0.12,0.25,0.32,0.29,0.17,0.19
psycle.csv,1.0,0.03,0.59,0.75,0.88,0.48,0.86,0.4,0.45,0.56,0.68,0.81,0.72,0.61,0.85
superwaba.csv,0.21,0.25,0.01,0.69,0.44,0.52,0.41,0.6,0.36,0.38,0.64,0.53,0.73,0.7,0.35
wxcrp.csv,0.79,0.16,0.87,0.0,0.68,0.61,0.12,0.2,0.14,0.03,0.14,0.25,0.29,0.09,0.08
