,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.44,0.65,0.6,0.59,0.5,0.64,0.43,0.42,0.76,0.52,0.64,0.61,0.02,0.67,0.61
amateur-scrolls.csv,0.72,0.97,0.9,0.97,0.73,0.87,0.93,0.81,0.84,0.95,0.73,0.52,0.89,0.05,0.94
arianne.csv,0.63,0.7,0.4,0.71,0.67,0.06,0.68,0.73,0.73,0.6,0.6,0.65,0.74,0.74,0.54
bl-toolkit.csv,0.6,0.56,0.5,0.73,0.6,0.72,0.49,0.35,0.05,0.68,0.77,0.58,0.88,0.52,0.71
doomlegacy.csv,0.96,0.72,0.56,0.76,0.59,0.72,0.81,0.39,0.6,0.64,0.64,0.81,0.75,0.76,0.0
enlightenment.csv,0.94,0.64,0.58,0.5,0.44,0.6,0.49,0.83,0.68,0.62,0.03,0.64,0.64,0.78,0.68
fritzing.csv,0.41,0.59,0.48,0.73,0.03,0.71,0.54,0.35,0.5,0.56,0.65,0.39,0.76,0.71,0.81
gnukeda.csv,0.65,0.62,0.43,0.74,0.58,0.66,0.49,0.35,0.51,0.0,0.59,0.62,0.68,0.52,0.67
jlinalg.csv,0.0,0.7,0.63,0.79,0.82,0.88,0.82,0.8,0.75,0.57,0.75,0.83,0.72,0.87,0.86
knowledge.csv,0.36,0.83,0.94,0.86,0.96,0.9,0.98,0.02,0.83,0.66,0.86,0.88,0.95,0.85,1.0
massiv.csv,1.0,1.0,1.0,0.94,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
playerstage.csv,0.7,0.69,0.47,0.67,0.59,0.66,0.05,0.53,0.88,0.7,0.6,0.59,0.64,0.97,0.63
psycle.csv,1.01,0.04,0.6,0.79,0.89,0.53,0.86,0.42,0.57,0.65,0.71,0.81,0.75,0.66,0.87
superwaba.csv,0.67,0.65,0.04,0.74,0.54,0.69,0.61,0.79,0.63,0.74,0.76,0.53,0.77,0.7,0.6
wxcrp.csv,0.83,0.65,0.88,0.1,0.72,0.73,0.65,0.58,0.87,0.8,0.75,0.56,0.66,0.9,0.74
