,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.93,0.67,0.45,0.57,0.93,0.34,0.69
glelite.csv,0.97,1.0,0.94,0.98,0.86,0.97,0.04
moving-pictures.csv,0.6,0.71,0.96,0.49,0.92,0.8,0.75
plearn.csv,0.46,0.9,1.0,0.64,0.7,0.86,0.87
re2c.csv,0.71,0.02,0.71,0.66,0.7,0.53,0.65
rebecca-aiml.csv,0.6,0.56,0.69,0.85,0.52,0.19,0.47
xfce.csv,0.54,1.07,0.7,0.76,0.51,0.92,0.73
