,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.38,0.29,0.65,1.0,0.36,0.39,0.18,0.16,0.5,0.09,0.18,0.3,0.54,0.41,0.54,0.3
betoffice.csv,0.2,0.32,0.0,0.16,0.35,0.15,0.31,0.97,0.37,0.66,0.3,0.24,0.41,0.39,0.37,0.3
bionote.csv,0.17,0.0,0.06,0.0,0.16,0.0,0.06,0.02,0.16,0.01,0.0,0.04,0.79,0.05,0.0,0.0
bnetd.csv,0.45,0.62,0.52,0.68,0.7,0.58,0.27,0.55,0.65,0.46,0.96,0.67,0.69,0.6,0.7,0.6
elvishrayrenderer.csv,0.58,0.61,0.28,0.69,0.63,0.68,0.54,0.48,0.62,0.53,0.6,0.37,0.66,0.63,0.6,1.0
emisview.csv,0.2,0.0,0.0,0.27,0.11,0.99,0.02,0.0,0.09,0.0,0.0,0.31,0.29,0.07,0.32,0.04
hazelcast.csv,0.48,0.66,0.62,0.67,0.98,0.09,0.45,0.5,0.34,0.58,0.68,0.0,0.39,0.65,0.64,0.63
jitterbit.csv,0.56,0.66,0.25,0.27,0.46,0.34,0.12,0.13,0.95,0.13,0.56,0.13,0.65,0.21,0.44,0.42
jppf-project.csv,0.3,0.0,0.44,0.09,0.66,0.23,0.29,0.09,0.3,0.0,0.0,1.0,0.28,0.52,0.57,0.0
l2j.csv,0.64,0.66,0.12,0.69,0.72,0.44,0.48,0.6,0.54,0.68,0.59,0.55,0.48,1.0,0.66,0.36
megasquirtavr.csv,0.68,0.0,0.79,0.0,0.86,0.0,0.42,0.49,0.53,0.0,0.0,0.0,0.17,0.64,0.4,0.0
stajistics.csv,0.61,0.27,0.53,0.68,0.72,0.64,0.26,0.11,0.48,0.34,0.43,0.32,0.7,0.46,1.0,0.59
trackit.csv,0.44,0.58,0.45,0.54,0.58,0.43,0.98,0.23,0.41,0.6,0.32,0.4,0.39,0.44,0.45,0.49
wxlua.csv,0.53,0.0,0.38,0.43,0.0,0.39,0.48,0.59,0.53,0.97,0.0,0.49,0.0,0.4,0.4,0.54
x4x.csv,1.0,0.35,0.18,0.64,0.33,0.61,0.47,0.47,0.39,0.51,0.55,0.55,0.57,0.55,0.57,0.53
xharbour.csv,0.0,0.99,0.67,0.51,0.0,0.34,0.42,0.17,0.21,0.5,0.0,0.57,0.09,0.0,0.17,0.38
