,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.62,0.75,0.51,0.59,0.65,0.54,0.92,0.95,0.59,0.86,0.93,0.42,0.73,0.73,0.68,0.73
betoffice.csv,0.88,0.97,0.67,0.87,0.65,0.78,0.71,0.6,0.68,0.67,0.79,0.95,0.65,0.61,0.79,0.68
bionote.csv,0.83,0.0,0.0,0.0,0.86,0.5,0.5,0.0,0.97,0.0,0.0,0.67,0.83,0.88,0.0,0.0
bnetd.csv,0.31,0.31,0.49,0.35,0.36,0.33,0.53,0.45,0.4,0.36,0.49,0.32,0.36,0.4,0.41,0.37
elvishrayrenderer.csv,0.47,0.42,0.78,0.36,0.45,0.47,0.66,0.64,0.58,0.47,0.65,0.37,0.43,0.47,0.59,0.44
emisview.csv,0.86,0.0,0.0,0.67,0.8,0.58,0.0,0.67,0.97,0.0,0.0,0.63,0.89,0.92,0.9,0.0
hazelcast.csv,0.31,0.32,0.44,0.33,0.33,0.3,0.38,0.35,0.34,0.37,0.37,0.31,0.36,0.35,0.4,0.31
jitterbit.csv,0.46,0.49,0.57,0.83,0.5,0.68,0.86,0.93,0.74,0.92,0.44,0.91,0.79,0.84,0.82,0.63
jppf-project.csv,0.35,0.39,0.91,0.42,0.39,0.33,0.44,0.4,0.42,0.5,0.42,0.35,0.39,0.6,0.46,0.37
l2j.csv,0.34,0.34,0.75,0.38,0.33,0.31,0.43,0.45,0.39,0.45,0.42,0.34,0.38,0.45,0.39,0.41
megasquirtavr.csv,0.32,0.39,0.75,0.4,0.34,0.3,0.4,0.39,0.4,0.5,0.42,0.32,0.36,0.38,0.42,0.37
stajistics.csv,0.38,0.82,0.59,0.37,0.38,0.42,0.71,0.91,0.66,0.58,0.57,0.36,0.5,0.53,0.65,0.43
trackit.csv,0.44,0.52,0.7,0.52,0.56,0.42,0.54,0.71,0.54,0.66,0.53,0.62,0.64,0.75,0.66,0.59
wxlua.csv,0.45,0.39,0.53,0.39,0.42,0.72,0.43,0.4,0.47,0.51,0.42,0.5,0.37,0.41,0.48,0.32
x4x.csv,0.4,0.44,0.93,0.48,0.5,0.34,0.61,0.48,0.6,0.81,0.52,0.35,0.44,0.44,0.6,0.52
xharbour.csv,0.35,0.39,0.52,0.47,0.41,0.36,0.42,0.4,0.37,0.53,0.42,0.39,0.37,0.39,0.47,0.38
