,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.33,0.25,0.65,1.0,0.31,0.35,0.15,0.13,0.47,0.07,0.15,0.49,0.5,0.37,0.5,0.26
betoffice.csv,0.17,0.29,0.0,0.14,0.33,0.13,0.27,0.96,0.34,0.72,0.26,0.21,0.38,0.37,0.33,0.29
bionote.csv,0.14,0.0,0.05,0.0,0.13,0.0,0.05,0.02,0.13,0.01,0.0,0.03,0.75,0.04,0.0,0.0
bnetd.csv,0.76,0.82,0.5,0.86,0.65,0.87,0.24,0.62,0.74,0.45,0.95,0.83,1.0,0.59,0.73,0.76
elvishrayrenderer.csv,0.64,0.64,0.25,0.82,0.67,0.78,0.56,0.47,0.67,0.73,0.64,0.77,0.88,0.66,0.63,1.0
emisview.csv,0.17,0.0,0.0,0.23,0.09,1.0,0.02,0.0,0.07,0.0,0.0,0.28,0.25,0.06,0.27,0.03
hazelcast.csv,0.9,0.71,0.6,0.91,0.98,0.96,0.76,0.8,0.88,0.6,0.77,0.93,0.88,0.79,0.93,0.74
jitterbit.csv,0.55,0.64,0.7,0.23,0.42,0.3,0.1,0.11,0.94,0.11,0.54,0.11,0.62,0.18,0.4,0.38
jppf-project.csv,0.9,1.0,0.4,0.91,0.78,0.83,0.66,0.98,0.59,1.0,1.0,1.0,0.75,0.56,0.7,0.97
l2j.csv,0.74,0.71,0.1,0.77,0.69,0.87,0.51,0.67,0.63,0.74,0.87,0.79,0.88,1.0,0.77,0.82
megasquirtavr.csv,0.93,1.0,0.75,1.0,0.91,1.0,0.93,0.76,0.77,1.0,1.0,0.96,1.0,0.93,0.93,1.0
stajistics.csv,0.6,0.23,0.5,0.73,0.67,0.7,0.22,0.09,0.44,0.31,0.38,0.55,0.75,0.41,1.0,0.56
trackit.csv,0.55,0.64,0.4,0.73,0.56,0.52,0.98,0.2,0.43,0.7,0.62,0.38,0.38,0.41,0.47,0.5
wxlua.csv,0.74,1.0,1.0,1.0,0.95,0.35,0.9,0.8,0.71,0.99,1.0,0.65,0.88,0.93,0.83,0.71
x4x.csv,1.0,0.77,0.15,0.73,0.75,0.83,0.59,0.62,0.38,0.56,0.62,0.79,0.75,0.6,0.6,0.5
xharbour.csv,0.95,1.0,0.8,0.82,0.96,0.74,0.98,1.0,0.95,0.55,1.0,0.84,1.0,0.98,0.93,1.0
