,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.48,0.4,0.44,1.0,0.47,0.33,0.23,0.18,0.41,0.13,0.22,0.62,0.35,0.51,0.52,0.4
betoffice.csv,0.28,0.41,0.0,0.13,0.46,0.13,0.38,0.98,0.27,0.81,0.38,0.33,0.18,0.48,0.31,0.36
bionote.csv,0.25,0.0,0.1,0.0,0.23,0.0,0.09,0.04,0.22,0.02,0.0,0.06,0.86,0.07,0.0,0.0
bnetd.csv,0.76,0.83,0.35,0.54,0.79,0.48,0.33,0.55,0.46,0.61,0.97,0.88,0.31,0.68,0.56,0.72
elvishrayrenderer.csv,0.71,0.74,0.18,0.55,0.76,0.51,0.61,0.48,0.43,0.81,0.61,0.84,0.28,0.72,0.45,1.0
emisview.csv,0.29,0.0,0.0,0.27,0.17,0.94,0.05,0.0,0.11,0.0,0.0,0.43,0.24,0.11,0.4,0.06
hazelcast.csv,0.84,0.78,0.44,0.55,0.99,0.45,0.68,0.62,0.41,0.73,0.68,0.92,0.23,0.78,0.52,0.71
jitterbit.csv,0.66,0.76,0.27,0.29,0.57,0.31,0.17,0.17,0.96,0.2,0.59,0.19,0.45,0.3,0.38,0.49
jppf-project.csv,0.84,0.9,0.37,0.46,0.83,0.41,0.61,0.66,0.3,0.96,0.69,1.0,0.19,0.63,0.43,0.78
l2j.csv,0.78,0.78,0.17,0.55,0.81,0.45,0.55,0.59,0.37,0.83,0.69,0.85,0.24,1.0,0.5,0.72
megasquirtavr.csv,0.88,0.9,0.83,0.49,0.93,0.46,0.77,0.59,0.41,0.96,0.69,0.94,0.24,0.84,0.47,0.79
stajistics.csv,0.7,0.37,0.41,0.53,0.8,0.48,0.33,0.14,0.42,0.45,0.5,0.68,0.32,0.55,0.98,0.67
trackit.csv,0.62,0.73,0.4,0.44,0.7,0.32,0.98,0.25,0.27,0.8,0.51,0.53,0.15,0.53,0.33,0.56
wxlua.csv,0.76,0.9,0.38,0.52,0.89,0.33,0.76,0.64,0.39,0.99,0.69,0.76,0.21,0.82,0.43,0.68
x4x.csv,1.0,0.78,0.18,0.5,0.78,0.48,0.59,0.52,0.26,0.69,0.56,0.85,0.24,0.66,0.43,0.6
xharbour.csv,0.85,0.99,0.4,0.47,0.9,0.39,0.79,0.68,0.42,0.68,0.69,0.88,0.24,0.83,0.45,0.81
