,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,1.0,0.37,0.53,0.67,0.59,0.71,0.83,0.59,0.36
azureus.csv,0.17,0.23,0.51,0.0,0.41,1.0,0.0,0.05,0.61
columba.csv,0.5,0.63,0.73,0.67,0.76,0.88,0.83,0.8,1.0
continuum-ide.csv,0.12,0.09,0.09,0.17,1.0,0.09,0.0,0.02,0.06
emulemorph.csv,0.0,0.09,0.04,1.0,0.06,0.0,0.17,0.22,0.13
factor.csv,0.38,0.06,0.22,0.5,0.41,0.3,0.0,1.0,0.09
pcgen.csv,0.54,0.57,1.0,0.0,0.47,0.57,0.0,0.24,0.24
stemkit.csv,0.21,0.06,0.02,0.0,0.0,0.0,1.0,0.22,0.01
utgb.csv,0.38,1.0,0.24,0.0,0.12,0.23,0.33,0.37,0.27
