,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.0,0.19,0.35,0.35,0.77,0.46,0.64,0.52,0.27
azureus.csv,0.06,0.1,0.11,0.06,0.28,0.0,0.03,0.04,0.37
columba.csv,0.22,0.29,0.32,0.39,0.62,0.52,0.75,0.83,0.0
continuum-ide.csv,0.09,0.0,0.19,0.13,0.0,0.09,0.08,0.04,0.07
emulemorph.csv,0.0,0.1,0.15,0.0,0.03,0.02,0.07,0.22,0.31
factor.csv,0.13,0.03,0.05,0.32,0.33,0.09,0.15,0.04,0.01
pcgen.csv,0.3,0.26,0.0,0.11,0.38,0.27,0.03,0.3,0.22
stemkit.csv,0.09,0.0,0.07,0.08,0.0,0.02,0.0,0.09,0.03
utgb.csv,0.22,0.0,0.04,0.1,0.26,0.1,0.07,0.22,0.25
