,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,1.0,0.48,0.52,0.17,0.35,0.47,0.18,0.62,0.36
azureus.csv,0.24,0.35,0.61,0.0,0.4,1.0,0.0,0.09,0.49
columba.csv,0.45,0.67,0.66,0.16,0.48,0.52,0.15,0.71,0.99
continuum-ide.csv,0.18,0.16,0.13,0.1,1.0,0.13,0.0,0.05,0.1
emulemorph.csv,0.0,0.15,0.06,1.0,0.11,0.0,0.17,0.33,0.13
factor.csv,0.42,0.11,0.34,0.14,0.38,0.39,0.0,0.99,0.17
pcgen.csv,0.43,0.63,1.0,0.0,0.4,0.48,0.0,0.34,0.27
stemkit.csv,0.28,0.11,0.03,0.0,0.0,0.0,1.0,0.35,0.02
utgb.csv,0.36,1.0,0.37,0.0,0.14,0.31,0.31,0.49,0.29
