,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.1,0.7,0.08,0.05,0.15,0.06,0.0,0.5,0.0,0.07
bibedt.csv,0.5,0.29,0.33,0.45,0.14,0.28,0.54,0.82,0.6,0.81
cascading.csv,0.65,0.7,0.58,0.5,0.15,0.23,0.45,0.56,0.79,0.66
firebreath.csv,0.41,0.75,0.59,0.42,0.0,0.24,0.44,0.61,0.54,0.71
fritzing.csv,0.74,0.64,0.47,0.63,0.21,0.22,0.1,0.74,0.49,0.56
httpcontentparser.csv,0.24,0.0,0.26,0.18,0.11,0.43,0.3,0.53,0.57,0.18
mpgravity.csv,0.68,0.45,0.58,0.6,0.67,0.23,0.34,0.79,0.85,0.76
patterntesting.csv,0.68,0.66,0.54,0.68,0.25,0.2,0.34,0.74,0.87,0.77
roller.csv,0.39,0.68,0.57,0.51,0.33,0.21,0.34,0.77,0.78,0.82
xfce.csv,0.19,0.53,0.53,0.58,0.0,0.2,0.3,0.64,0.73,0.74
