,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.04,0.35,0.08,0.15,0.0,0.29,0.0,0.86,0.03,0.05
bibedt.csv,0.18,0.33,0.06,0.02,0.02,0.58,0.22,0.47,0.36,0.77
cascading.csv,0.55,0.58,0.41,0.19,0.0,0.53,0.34,0.45,0.45,0.34
firebreath.csv,0.34,0.71,0.34,0.17,0.0,0.32,0.37,0.41,0.18,0.61
fritzing.csv,0.29,0.4,0.28,0.15,0.12,0.82,0.22,0.69,0.33,0.17
httpcontentparser.csv,0.23,0.02,0.16,0.02,0.12,0.2,0.32,0.25,0.55,0.05
mpgravity.csv,0.9,0.25,0.77,0.6,0.2,0.77,0.95,0.71,0.76,0.69
patterntesting.csv,0.79,0.79,0.92,0.19,0.05,0.97,0.71,0.98,0.91,0.87
roller.csv,0.4,0.88,0.64,0.17,0.93,0.82,0.83,0.31,0.45,1.0
xfce.csv,0.08,0.6,0.8,0.72,0.0,0.88,0.59,0.35,0.61,0.32
