,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.58,0.78,0.6,0.87,0.82,0.63,0.49,0.49,0.56,0.54
gamestone.csv,0.91,0.2,0.82,0.65,0.87,1.0,1.0,0.98,1.01,0.96
gbif-providertoolkit.csv,0.99,1.06,0.94,0.84,0.34,0.89,0.92,0.54,0.91,1.04
heekscad.csv,0.37,0.45,0.48,0.52,0.55,0.6,0.48,0.56,0.56,0.64
igarden.csv,0.51,0.79,0.68,0.53,0.63,0.63,0.75,0.77,0.87,0.65
levent.csv,0.59,0.88,0.96,1.0,0.73,0.42,0.54,0.92,1.0,0.96
owlapi.csv,0.92,1.05,0.74,0.85,0.74,0.57,0.88,0.33,0.59,0.71
pnotepad.csv,0.43,0.5,0.72,0.96,0.91,0.6,0.6,0.91,1.0,0.17
quark.csv,0.52,0.75,0.53,0.91,0.66,0.98,0.97,0.73,0.28,0.72
xcsoar.csv,0.39,0.76,0.42,0.66,0.48,0.6,0.67,0.62,1.0,0.79
