,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,2.0,9.0,1.0,0.0,3.0,0.0,1.0,2.0,6.0,0.0
gamestone.csv,0.0,0.0,0.0,0.0,7.0,71.0,111.0,26.0,64.0,1.0
gbif-providertoolkit.csv,6.0,13.0,0.0,4.0,1.0,0.0,1.0,14.0,10.0,0.0
heekscad.csv,0.0,5.0,0.0,0.0,2.0,0.0,0.0,12.0,4.0,0.0
igarden.csv,1.0,7.0,4.0,0.0,0.0,0.0,2.0,25.0,14.0,1.0
levent.csv,2.0,0.0,0.0,102.0,0.0,0.0,1.0,0.0,64.0,0.0
owlapi.csv,6.0,59.0,1.0,2.0,3.0,0.0,1.0,4.0,7.0,0.0
pnotepad.csv,1.0,14.0,0.0,3.0,10.0,0.0,2.0,49.0,17.0,0.0
quark.csv,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0
xcsoar.csv,1.0,3.0,6.0,5.0,2.0,0.0,4.0,11.0,17.0,0.0
