,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.81,0.67,0.89,0.86,0.67,0.83,0.67
foursquared.csv,0.86,0.67,0.89,0.52,0.0,0.94,0.75
ifmo-game-1.csv,0.79,0.8,0.93,0.92,0.88,0.58,0.75
jmule.csv,0.49,0.54,0.46,0.31,0.44,0.39,0.5
micomt.csv,0.49,0.69,0.34,0.31,0.85,0.4,0.39
voms.csv,0.63,0.71,0.3,0.42,0.88,0.43,0.0
