,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.32,0.09,0.4,0.57,0.09,0.07,0.0
flylegacy.csv,0.76,0.52,0.67,0.39,0.36,0.77,0.79
jguard.csv,0.68,0.24,0.56,0.66,0.55,0.63,0.79
mob-sen-plat.csv,0.88,0.73,0.9,0.43,0.69,0.73,0.57
raygina.csv,0.68,0.0,0.59,0.57,0.19,0.3,0.14
upp-mirror.csv,0.36,0.03,0.83,0.67,0.69,0.5,0.21
wishmaster.csv,0.28,0.21,0.52,0.39,0.64,0.53,0.86
