,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.43,0.64,0.67,0.82
freelords.csv,0.63,0.83,0.48,0.48
jfreereport.csv,0.93,0.6,0.8,0.67
super-tux.csv,0.84,0.61,0.74,0.1
