,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.68,0.27,0.67,0.88
freelords.csv,0.6,0.26,0.72,0.84
jfreereport.csv,0.13,0.32,0.33,0.53
super-tux.csv,0.61,0.27,0.46,0.95
