,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.41,0.41,0.4,0.48
freelords.csv,0.31,0.4,0.44,0.42
jfreereport.csv,0.86,0.75,0.74,0.5
super-tux.csv,0.31,0.49,0.54,0.43
