,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.73,0.64,0.56,0.51
freelords.csv,0.65,0.5,0.64,0.7
jfreereport.csv,0.1,0.47,0.24,0.4
super-tux.csv,0.47,0.51,0.37,0.92
