,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.0,0.6,0.45,0.25,0.31,0.59,0.22
freebios.csv,0.33,0.54,0.0,0.46,0.78,0.31,0.54
k3b.csv,0.53,0.6,0.59,0.0,0.56,0.5,0.24
loki-lib.csv,0.47,0.67,0.33,0.29,0.16,0.6,0.02
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quarkplusplus.csv,0.07,0.17,0.04,0.17,0.0,0.31,0.24
tzod.csv,0.1,0.0,0.08,0.17,0.12,0.42,0.2
